tanggal,username,full_text,cleaning,case_folding,hasil_normalisasi,token,stemming_data,sentiment_label_lexicon,manual
Thu Sep 05,ExposeKaltim,Pemerintah tengah mempersiapkan langkah revolusioner dlm penyaluran BBM subsidi. Memanfaatkan teknologi AI penyaluran BBM subsidi diharapkan lebih tepat sasaran &amp; mengurangi kebocoran subsidi yg selama ini menjadi permasalahan besar Yuk Baca Beritanya https://t.co/CXFOhpPo5R,Pemerintah tengah mempersiapkan langkah revolusioner dlm penyaluran BBM subsidi Memanfaatkan teknologi AI penyaluran BBM subsidi diharapkan lebih tepat sasaran amp mengurangi kebocoran subsidi yg selama ini menjadi permasalahan besar Yuk Baca Beritanya ,pemerintah tengah mempersiapkan langkah revolusioner dlm penyaluran bbm subsidi memanfaatkan teknologi ai penyaluran bbm subsidi diharapkan lebih tepat sasaran amp mengurangi kebocoran subsidi yg selama ini menjadi permasalahan besar yuk baca beritanya ,pemerintah tengah mempersiapkan langkah revolusioner dalam penyaluran bahan bakar minyak subsidi memanfaatkan teknologi ai penyaluran bahan bakar minyak subsidi diharapkan lebih tepat sasaran amp mengurangi kebocoran subsidi yang selama ini menjadi permasalahan besar yuk baca beritanya,"['pemerintah', 'tengah', 'mempersiapkan', 'langkah', 'revolusioner', 'dalam', 'penyaluran', 'bahan', 'bakar', 'minyak', 'subsidi', 'memanfaatkan', 'teknologi', 'ai', 'penyaluran', 'bahan', 'bakar', 'minyak', 'subsidi', 'diharapkan', 'lebih', 'tepat', 'sasaran', 'amp', 'mengurangi', 'kebocoran', 'subsidi', 'yang', 'selama', 'ini', 'menjadi', 'permasalahan', 'besar', 'yuk', 'baca', 'beritanya']",perintah tengah siap langkah revolusioner dalam salur bahan bakar minyak subsidi manfaat teknologi ai salur bahan bakar minyak subsidi harap lebih tepat sasar amp kurang bocor subsidi yang lama ini jadi masalah besar yuk baca berita,netral,netral
Thu Sep 05,Antara_Kalteng,Penggunaan Mypertamina di Palangka Raya untuk subsidi BBM tepat sasaran https://t.co/3sV0TEgOfd,Penggunaan Mypertamina di Palangka Raya untuk subsidi BBM tepat sasaran ,penggunaan mypertamina di palangka raya untuk subsidi bbm tepat sasaran ,penggunaan mypertamina di palangka raya untuk subsidi bahan bakar minyak tepat sasaran,"['penggunaan', 'mypertamina', 'di', 'palangka', 'raya', 'untuk', 'subsidi', 'bahan', 'bakar', 'minyak', 'tepat', 'sasaran']",guna mypertamina di palangka raya untuk subsidi bahan bakar minyak tepat sasar,netral,netral
Thu Sep 05,kompascom,Revisi Surat Keputusan Kepala BPH Migas bertujuan agar penyaluran BBM subsidi dan kompensasi lebih tepat sasaran dan tepat volume. https://t.co/wBaxpiPtMB,Revisi Surat Keputusan Kepala BPH Migas bertujuan agar penyaluran BBM subsidi dan kompensasi lebih tepat sasaran dan tepat volume ,revisi surat keputusan kepala bph migas bertujuan agar penyaluran bbm subsidi dan kompensasi lebih tepat sasaran dan tepat volume ,revisi surat keputusan kepala bph migas bertujuan agar penyaluran bahan bakar minyak subsidi dan kompensasi lebih tepat sasaran dan tepat volume,"['revisi', 'surat', 'keputusan', 'kepala', 'bph', 'migas', 'bertujuan', 'agar', 'penyaluran', 'bahan', 'bakar', 'minyak', 'subsidi', 'dan', 'kompensasi', 'lebih', 'tepat', 'sasaran', 'dan', 'tepat', 'volume']",revisi surat putus kepala bph migas tuju agar salur bahan bakar minyak subsidi dan kompensasi lebih tepat sasar dan tepat volume,netral,netral
Thu Sep 05,MericySety58140,Mudah! Begini Cara Daftar Penerima BBM Bersubsidi Pertalite Langsung Lewat Subsidi Tepat My Pertamina - Ayo Bandung https://t.co/fmcAZkFsfQ #cara #daftar #BBM #Pertalite #Pertamina,Mudah Begini Cara Daftar Penerima BBM Bersubsidi Pertalite Langsung Lewat Subsidi Tepat My Pertamina  Ayo Bandung  cara daftar BBM Pertalite Pertamina,mudah begini cara daftar penerima bbm bersubsidi pertalite langsung lewat subsidi tepat my pertamina  ayo bandung  cara daftar bbm pertalite pertamina,mudah begini cara daftar penerima bahan bakar minyak bersubsidi pertalite langsung lewat subsidi tepat my pertamina ayo bandung cara daftar bahan bakar minyak pertalite pertamina,"['mudah', 'begini', 'cara', 'daftar', 'penerima', 'bahan', 'bakar', 'minyak', 'bersubsidi', 'pertalite', 'langsung', 'lewat', 'subsidi', 'tepat', 'my', 'pertamina', 'ayo', 'bandung', 'cara', 'daftar', 'bahan', 'bakar', 'minyak', 'pertalite', 'pertamina']",mudah begini cara daftar terima bahan bakar minyak subsidi pertalite langsung lewat subsidi tepat my pertamina ayo bandung cara daftar bahan bakar minyak pertalite pertamina,netral,netral
Wed Sep 04,imannizal,@InfoJktCom Dengan begini subsidi BBM bisa lebih tepat sasaran dan nggak bocor ke yang nggak berhak, Dengan begini subsidi BBM bisa lebih tepat sasaran dan nggak bocor ke yang nggak berhak, dengan begini subsidi bbm bisa lebih tepat sasaran dan nggak bocor ke yang nggak berhak,dengan begini subsidi bahan bakar minyak bisa lebih tepat sasaran dan enggak bocor ke yang enggak berhak,"['dengan', 'begini', 'subsidi', 'bahan', 'bakar', 'minyak', 'bisa', 'lebih', 'tepat', 'sasaran', 'dan', 'enggak', 'bocor', 'ke', 'yang', 'enggak', 'berhak']",dengan begini subsidi bahan bakar minyak bisa lebih tepat sasar dan enggak bocor ke yang enggak hak,positif,positif
Wed Sep 04,Adi_dana271,@LahrianSyahilla Dengan ini pasti makin tepat sasaran subsidi bbm, Dengan ini pasti makin tepat sasaran subsidi bbm, dengan ini pasti makin tepat sasaran subsidi bbm,dengan ini pasti makin tepat sasaran subsidi bahan bakar minyak,"['dengan', 'ini', 'pasti', 'makin', 'tepat', 'sasaran', 'subsidi', 'bahan', 'bakar', 'minyak']",dengan ini pasti makin tepat sasar subsidi bahan bakar minyak,netral,positif
Wed Sep 04,adriyannaufall,@kangsodiq_ @pertamina kalo buat bbm subsidi lebih tepat sasaran sih ya why not gitu kan bagus sih harusnya bisa kita dukung program ini,  kalo buat bbm subsidi lebih tepat sasaran sih ya why not gitu kan bagus sih harusnya bisa kita dukung program ini,  kalo buat bbm subsidi lebih tepat sasaran sih ya why not gitu kan bagus sih harusnya bisa kita dukung program ini,kalau buat bahan bakar minyak subsidi lebih tepat sasaran sih ya kenapa not begitu kan bagus sih harusnya bisa kita dukung program ini,"['kalau', 'buat', 'bahan', 'bakar', 'minyak', 'subsidi', 'lebih', 'tepat', 'sasaran', 'sih', 'ya', 'kenapa', 'not', 'begitu', 'kan', 'bagus', 'sih', 'harusnya', 'bisa', 'kita', 'dukung', 'program', 'ini']",kalau buat bahan bakar minyak subsidi lebih tepat sasar sih ya kenapa not begitu kan bagus sih harus bisa kita dukung program ini,netral,negatif
Wed Sep 04,diik424,@MyPertaminaID Mau tanya kenapa data kendaraan bisa berubah ya di subsidi tepat? Kendaraan saya awalnya jenis pribadi tiba-tiba berubah menjadi komersil penumpang dengan jenis transportasi online dan jenis bbm di kuota berubah dari bio solar ke pertalite?, Mau tanya kenapa data kendaraan bisa berubah ya di subsidi tepat Kendaraan saya awalnya jenis pribadi tibatiba berubah menjadi komersil penumpang dengan jenis transportasi online dan jenis bbm di kuota berubah dari bio solar ke pertalite, mau tanya kenapa data kendaraan bisa berubah ya di subsidi tepat kendaraan saya awalnya jenis pribadi tibatiba berubah menjadi komersil penumpang dengan jenis transportasi online dan jenis bbm di kuota berubah dari bio solar ke pertalite,mau tanya kenapa data kendaraan bisa berubah ya di subsidi tepat kendaraan saya awalnya jenis pribadi tiba tiba berubah menjadi komersil penumpang dengan jenis transportasi online dan jenis bahan bakar minyak di kuota berubah dari bio solar ke pertalite,"['mau', 'tanya', 'kenapa', 'data', 'kendaraan', 'bisa', 'berubah', 'ya', 'di', 'subsidi', 'tepat', 'kendaraan', 'saya', 'awalnya', 'jenis', 'pribadi', 'tiba', 'tiba', 'berubah', 'menjadi', 'komersil', 'penumpang', 'dengan', 'jenis', 'transportasi', 'online', 'dan', 'jenis', 'bahan', 'bakar', 'minyak', 'di', 'kuota', 'berubah', 'dari', 'bio', 'solar', 'ke', 'pertalite']",mau tanya kenapa data kendara bisa ubah ya di subsidi tepat kendara saya awal jenis pribadi tiba tiba ubah jadi komersil tumpang dengan jenis transportasi online dan jenis bahan bakar minyak di kuota ubah dari bio solar ke pertalite,netral,negatif
Wed Sep 04,SelebtwitMobil,Selamat ulangtahun yg ke-2 utk berita ini @CNNIndonesia! Masih ingatkah kejadian BBM SWASTA diserbu pembeli BBM hingga berita dbwh ini muncul? Mungkin saatnya kita meluruskan: Istilah BBM SUBSIDI kurang tepat. Yg tepat adl DISTRIBUSI BBM-NYA SUBSIDI A THREAD ,Selamat ulangtahun yg ke utk berita ini  Masih ingatkah kejadian BBM SWASTA diserbu pembeli BBM hingga berita dbwh ini muncul Mungkin saatnya kita meluruskan Istilah BBM SUBSIDI kurang tepat Yg tepat adl DISTRIBUSI BBMNYA SUBSIDI A THREAD ,selamat ulangtahun yg ke utk berita ini  masih ingatkah kejadian bbm swasta diserbu pembeli bbm hingga berita dbwh ini muncul mungkin saatnya kita meluruskan istilah bbm subsidi kurang tepat yg tepat adl distribusi bbmnya subsidi a thread ,selamat ulang tahun yang ke untuk berita ini masih ingatkah kejadian bahan bakar minyak swasta diserbu pembeli bahan bakar minyak hingga berita di bawah ini muncul mungkin saatnya kita meluruskan istilah bahan bakar minyak subsidi kurang tepat yang tepat adalah distribusi bbmnya subsidi a thread,"['selamat', 'ulang', 'tahun', 'yang', 'ke', 'untuk', 'berita', 'ini', 'masih', 'ingatkah', 'kejadian', 'bahan', 'bakar', 'minyak', 'swasta', 'diserbu', 'pembeli', 'bahan', 'bakar', 'minyak', 'hingga', 'berita', 'di', 'bawah', 'ini', 'muncul', 'mungkin', 'saatnya', 'kita', 'meluruskan', 'istilah', 'bahan', 'bakar', 'minyak', 'subsidi', 'kurang', 'tepat', 'yang', 'tepat', 'adalah', 'distribusi', 'bbmnya', 'subsidi', 'a', 'thread']",selamat ulang tahun yang ke untuk berita ini masih ingat jadi bahan bakar minyak swasta serbu beli bahan bakar minyak hingga berita di bawah ini muncul mungkin saat kita lurus istilah bahan bakar minyak subsidi kurang tepat yang tepat adalah distribusi bbmnya subsidi a thread,netral,negatif
Wed Sep 04,FayFai80,@InfoJktCom Memang wajib didukung langkah Pertamina supaya subsidi BBM tepat sasaran, Memang wajib didukung langkah Pertamina supaya subsidi BBM tepat sasaran, memang wajib didukung langkah pertamina supaya subsidi bbm tepat sasaran,memang wajib didukung langkah pertamina supaya subsidi bahan bakar minyak tepat sasaran,"['memang', 'wajib', 'didukung', 'langkah', 'pertamina', 'supaya', 'subsidi', 'bahan', 'bakar', 'minyak', 'tepat', 'sasaran']",memang wajib dukung langkah pertamina supaya subsidi bahan bakar minyak tepat sasar,netral,netral
Wed Sep 04,enrikasi,Pertamina Patra Niaga telah memverifikasi lebih dari 4 juta nomor polisi kendaraan. Langkah ini bagian dari upaya mereka untuk terus sosialisasi penggunaan QR Code dalam pembelian Pertalite. Dengan QR Code diharapkan penyaluran BBM subsidi lebih tepat sasaran dan efisien. https://t.co/g3ancnP1xe,Pertamina Patra Niaga telah memverifikasi lebih dari  juta nomor polisi kendaraan Langkah ini bagian dari upaya mereka untuk terus sosialisasi penggunaan QR Code dalam pembelian Pertalite Dengan QR Code diharapkan penyaluran BBM subsidi lebih tepat sasaran dan efisien ,pertamina patra niaga telah memverifikasi lebih dari  juta nomor polisi kendaraan langkah ini bagian dari upaya mereka untuk terus sosialisasi penggunaan qr code dalam pembelian pertalite dengan qr code diharapkan penyaluran bbm subsidi lebih tepat sasaran dan efisien ,pertamina patra niaga telah memverifikasi lebih dari juta nomor polisi kendaraan langkah ini bagian dari upaya mereka untuk terus sosialisasi penggunaan qr code dalam pembelian pertalite dengan qr code diharapkan penyaluran bahan bakar minyak subsidi lebih tepat sasaran dan efisien,"['pertamina', 'patra', 'niaga', 'telah', 'memverifikasi', 'lebih', 'dari', 'juta', 'nomor', 'polisi', 'kendaraan', 'langkah', 'ini', 'bagian', 'dari', 'upaya', 'mereka', 'untuk', 'terus', 'sosialisasi', 'penggunaan', 'qr', 'code', 'dalam', 'pembelian', 'pertalite', 'dengan', 'qr', 'code', 'diharapkan', 'penyaluran', 'bahan', 'bakar', 'minyak', 'subsidi', 'lebih', 'tepat', 'sasaran', 'dan', 'efisien']",pertamina patra niaga telah verifikasi lebih dari juta nomor polisi kendara langkah ini bagi dari upaya mereka untuk terus sosialisasi guna qr code dalam beli pertalite dengan qr code harap salur bahan bakar minyak subsidi lebih tepat sasar dan efisien,netral,netral
Wed Sep 04,irohnurningsih,ini dilakukan @ptm_patraniaga agar mewujudkan Subsidi Tepat dan dukungan pada kebijakan Pemerintah untuk pengaturan pengguna BBM Subsidi ke depannya https://t.co/0DXuKKqsNZ,ini dilakukan  agar mewujudkan Subsidi Tepat dan dukungan pada kebijakan Pemerintah untuk pengaturan pengguna BBM Subsidi ke depannya ,ini dilakukan  agar mewujudkan subsidi tepat dan dukungan pada kebijakan pemerintah untuk pengaturan pengguna bbm subsidi ke depannya ,ini dilakukan agar mewujudkan subsidi tepat dan dukungan pada kebijakan pemerintah untuk pengaturan pengguna bahan bakar minyak subsidi ke depannya,"['ini', 'dilakukan', 'agar', 'mewujudkan', 'subsidi', 'tepat', 'dan', 'dukungan', 'pada', 'kebijakan', 'pemerintah', 'untuk', 'pengaturan', 'pengguna', 'bahan', 'bakar', 'minyak', 'subsidi', 'ke', 'depannya']",ini laku agar wujud subsidi tepat dan dukung pada bijak perintah untuk atur guna bahan bakar minyak subsidi ke depan,netral,positif
Wed Sep 04,Juliohoki,@LahrianSyahilla Bagus biar lebih tepat sasaran BBM subsidi nya, Bagus biar lebih tepat sasaran BBM subsidi nya, bagus biar lebih tepat sasaran bbm subsidi nya,bagus biar lebih tepat sasaran bahan bakar minyak subsidi nya,"['bagus', 'biar', 'lebih', 'tepat', 'sasaran', 'bahan', 'bakar', 'minyak', 'subsidi', 'nya']",bagus biar lebih tepat sasar bahan bakar minyak subsidi nya,netral,positif
Wed Sep 04,varcjty,@aditya_pwn dari yg saya baca sebenernya tujuannya ada barcode ini bagus biar bbm subsidi lebih tepat sasaran tapi ya kebijakan baru pasti ga bisa mulus jalannya kalo ada kendala langsung lapor cs nya aja biar cpt ditanggepin, dari yg saya baca sebenernya tujuannya ada barcode ini bagus biar bbm subsidi lebih tepat sasaran tapi ya kebijakan baru pasti ga bisa mulus jalannya kalo ada kendala langsung lapor cs nya aja biar cpt ditanggepin, dari yg saya baca sebenernya tujuannya ada barcode ini bagus biar bbm subsidi lebih tepat sasaran tapi ya kebijakan baru pasti ga bisa mulus jalannya kalo ada kendala langsung lapor cs nya aja biar cpt ditanggepin,dari yang saya baca sebenarnya tujuannya ada barcode ini bagus biar bahan bakar minyak subsidi lebih tepat sasaran tapi ya kebijakan baru pasti tidak bisa mulus jalannya kalau ada kendala langsung lapor rekan nya saja biar cepat ditanggapi,"['dari', 'yang', 'saya', 'baca', 'sebenarnya', 'tujuannya', 'ada', 'barcode', 'ini', 'bagus', 'biar', 'bahan', 'bakar', 'minyak', 'subsidi', 'lebih', 'tepat', 'sasaran', 'tapi', 'ya', 'kebijakan', 'baru', 'pasti', 'tidak', 'bisa', 'mulus', 'jalannya', 'kalau', 'ada', 'kendala', 'langsung', 'lapor', 'rekan', 'nya', 'saja', 'biar', 'cepat', 'ditanggapi']",dari yang saya baca benar tuju ada barcode ini bagus biar bahan bakar minyak subsidi lebih tepat sasar tapi ya bijak baru pasti tidak bisa mulus jalan kalau ada kendala langsung lapor rekan nya saja biar cepat tanggap,netral,positif
Wed Sep 04,serjnity,Ini dilakukan Pertamina Patra Niaga agar mewujudkan Subsidi Tepat dan dukungan pada kebijakan Pemerintah untuk pengaturan pengguna BBM Subsidi ke depannya @ptm_patraniaga https://t.co/T0Hfve6N0E,Ini dilakukan Pertamina Patra Niaga agar mewujudkan Subsidi Tepat dan dukungan pada kebijakan Pemerintah untuk pengaturan pengguna BBM Subsidi ke depannya  ,ini dilakukan pertamina patra niaga agar mewujudkan subsidi tepat dan dukungan pada kebijakan pemerintah untuk pengaturan pengguna bbm subsidi ke depannya  ,ini dilakukan pertamina patra niaga agar mewujudkan subsidi tepat dan dukungan pada kebijakan pemerintah untuk pengaturan pengguna bahan bakar minyak subsidi ke depannya,"['ini', 'dilakukan', 'pertamina', 'patra', 'niaga', 'agar', 'mewujudkan', 'subsidi', 'tepat', 'dan', 'dukungan', 'pada', 'kebijakan', 'pemerintah', 'untuk', 'pengaturan', 'pengguna', 'bahan', 'bakar', 'minyak', 'subsidi', 'ke', 'depannya']",ini laku pertamina patra niaga agar wujud subsidi tepat dan dukung pada bijak perintah untuk atur guna bahan bakar minyak subsidi ke depan,netral,positif
Wed Sep 04,p3mohon,Pertamina Patra Niaga masih terus mengajak masyarakat untuk daftar QR Code agar dapat menikmati BBM subsidi dengan lebih tepat. Segera guys daftarin kendaraan kamu sekarang! https://t.co/bxVNV90kVb,Pertamina Patra Niaga masih terus mengajak masyarakat untuk daftar QR Code agar dapat menikmati BBM subsidi dengan lebih tepat Segera guys daftarin kendaraan kamu sekarang ,pertamina patra niaga masih terus mengajak masyarakat untuk daftar qr code agar dapat menikmati bbm subsidi dengan lebih tepat segera guys daftarin kendaraan kamu sekarang ,pertamina patra niaga masih terus mengajak masyarakat untuk daftar qr code agar dapat menikmati bahan bakar minyak subsidi dengan lebih tepat segera guys daftarin kendaraan kamu sekarang,"['pertamina', 'patra', 'niaga', 'masih', 'terus', 'mengajak', 'masyarakat', 'untuk', 'daftar', 'qr', 'code', 'agar', 'dapat', 'menikmati', 'bahan', 'bakar', 'minyak', 'subsidi', 'dengan', 'lebih', 'tepat', 'segera', 'guys', 'daftarin', 'kendaraan', 'kamu', 'sekarang']",pertamina patra niaga masih terus ajak masyarakat untuk daftar qr code agar dapat nikmat bahan bakar minyak subsidi dengan lebih tepat segera guys daftarin kendara kamu sekarang,netral,netral
Wed Sep 04,Hyeriego1,@Seputar_Energi_ Bagus nih dgn begini pendistribusian bbm subsidi bakalan tepat sasaran, Bagus nih dgn begini pendistribusian bbm subsidi bakalan tepat sasaran, bagus nih dgn begini pendistribusian bbm subsidi bakalan tepat sasaran,bagus nih dengan begini pendistribusian bahan bakar minyak subsidi akan tepat sasaran,"['bagus', 'nih', 'dengan', 'begini', 'pendistribusian', 'bahan', 'bakar', 'minyak', 'subsidi', 'akan', 'tepat', 'sasaran']",bagus nih dengan begini distribusi bahan bakar minyak subsidi akan tepat sasar,netral,positif
Wed Sep 04,PR_Kuningan,Mobil atau Motor Anda Masuk Kategori BBM Pertalite? Simak ini Cara Daftar QR Code Subsidi Tepat dari Pertamina https://t.co/J9CQol1VoM #CaraDaftarQRCodePertalite #SubsidiTepatPertalite #pertalite #Pertamina,Mobil atau Motor Anda Masuk Kategori BBM Pertalite Simak ini Cara Daftar QR Code Subsidi Tepat dari Pertamina  CaraDaftarQRCodePertalite SubsidiTepatPertalite pertalite Pertamina,mobil atau motor anda masuk kategori bbm pertalite simak ini cara daftar qr code subsidi tepat dari pertamina  caradaftarqrcodepertalite subsiditepatpertalite pertalite pertamina,mobil atau motor anda masuk kategori bahan bakar minyak pertalite simak ini cara daftar qr code subsidi tepat dari pertamina caradaftarqrcodepertalite subsiditepatpertalite pertalite pertamina,"['mobil', 'atau', 'motor', 'anda', 'masuk', 'kategori', 'bahan', 'bakar', 'minyak', 'pertalite', 'simak', 'ini', 'cara', 'daftar', 'qr', 'code', 'subsidi', 'tepat', 'dari', 'pertamina', 'caradaftarqrcodepertalite', 'subsiditepatpertalite', 'pertalite', 'pertamina']",mobil atau motor anda masuk kategori bahan bakar minyak pertalite simak ini cara daftar qr code subsidi tepat dari pertamina caradaftarqrcodepertalite subsiditepatpertalite pertalite pertamina,netral,netral
Wed Sep 04,dewiimuttera,Pertalite ga dihilangkan kok ini tapi ya emg diatur biar lebih tepat sasaran. Seneng dong harusnya kalian? Bbm subsidi jadi buat orang2 yg tepat https://t.co/0j8RbSBLQM,Pertalite ga dihilangkan kok ini tapi ya emg diatur biar lebih tepat sasaran Seneng dong harusnya kalian Bbm subsidi jadi buat orang yg tepat ,pertalite ga dihilangkan kok ini tapi ya emg diatur biar lebih tepat sasaran seneng dong harusnya kalian bbm subsidi jadi buat orang yg tepat ,pertalite tidak dihilangkan kok ini tapi ya memang diatur biar lebih tepat sasaran senang dong harusnya kalian bahan bakar minyak subsidi jadi buat orang yang tepat,"['pertalite', 'tidak', 'dihilangkan', 'kok', 'ini', 'tapi', 'ya', 'memang', 'diatur', 'biar', 'lebih', 'tepat', 'sasaran', 'senang', 'dong', 'harusnya', 'kalian', 'bahan', 'bakar', 'minyak', 'subsidi', 'jadi', 'buat', 'orang', 'yang', 'tepat']",pertalite tidak hilang kok ini tapi ya memang atur biar lebih tepat sasar senang dong harus kalian bahan bakar minyak subsidi jadi buat orang yang tepat,netral,positif
Wed Sep 04,kec_mojowarno,Pj Bupati Jombang Dukung Penerapan BBM Pertalite Pakai QR-Code Agar Subsidi Tepat Sasaran https://t.co/Iex5DB84XW,Pj Bupati Jombang Dukung Penerapan BBM Pertalite Pakai QRCode Agar Subsidi Tepat Sasaran ,pj bupati jombang dukung penerapan bbm pertalite pakai qrcode agar subsidi tepat sasaran ,pj bupati jombang dukung penerapan bahan bakar minyak pertalite pakai qrcode agar subsidi tepat sasaran,"['pj', 'bupati', 'jombang', 'dukung', 'penerapan', 'bahan', 'bakar', 'minyak', 'pertalite', 'pakai', 'qrcode', 'agar', 'subsidi', 'tepat', 'sasaran']",pj bupati jombang dukung terap bahan bakar minyak pertalite pakai qrcode agar subsidi tepat sasar,netral,netral
Tue Sep 03,arapawesti,setuju deh agar tepat sasaran roda 4 wajib daftar qr code pertalite. Dengan pendataan ini tentunya bisa diketahui dengan jelas siapa-siapa pengguna BBM Subsidi sehingga bisa meminimalisir penyelewengan atau niat menyalahgunakan BBM subsidi. https://t.co/b6IDu8lCEC,setuju deh agar tepat sasaran roda  wajib daftar qr code pertalite Dengan pendataan ini tentunya bisa diketahui dengan jelas siapasiapa pengguna BBM Subsidi sehingga bisa meminimalisir penyelewengan atau niat menyalahgunakan BBM subsidi ,setuju deh agar tepat sasaran roda  wajib daftar qr code pertalite dengan pendataan ini tentunya bisa diketahui dengan jelas siapasiapa pengguna bbm subsidi sehingga bisa meminimalisir penyelewengan atau niat menyalahgunakan bbm subsidi ,setuju deh agar tepat sasaran roda wajib daftar qr code pertalite dengan pendataan ini tentunya bisa diketahui dengan jelas siapasiapa pengguna bahan bakar minyak subsidi sehingga bisa meminimalisir penyelewengan atau niat menyalahgunakan bahan bakar minyak subsidi,"['setuju', 'deh', 'agar', 'tepat', 'sasaran', 'roda', 'wajib', 'daftar', 'qr', 'code', 'pertalite', 'dengan', 'pendataan', 'ini', 'tentunya', 'bisa', 'diketahui', 'dengan', 'jelas', 'siapasiapa', 'pengguna', 'bahan', 'bakar', 'minyak', 'subsidi', 'sehingga', 'bisa', 'meminimalisir', 'penyelewengan', 'atau', 'niat', 'menyalahgunakan', 'bahan', 'bakar', 'minyak', 'subsidi']",tuju deh agar tepat sasar roda wajib daftar qr code pertalite dengan data ini tentu bisa tahu dengan jelas siapasiapa guna bahan bakar minyak subsidi sehingga bisa meminimalisir seleweng atau niat menyalahgunakan bahan bakar minyak subsidi,netral,positif
Tue Sep 03,rorotiffani,DPR mendukung langkah Pertamina mewajibkan pendaftaran QR Code bagi pengguna Pertalite untuk memastikan subsidi BBM tepat sasaran dan mengurangi penyalahgunaan subsidi di lapangan. https://t.co/Qe1n5S3TKE,DPR mendukung langkah Pertamina mewajibkan pendaftaran QR Code bagi pengguna Pertalite untuk memastikan subsidi BBM tepat sasaran dan mengurangi penyalahgunaan subsidi di lapangan ,dpr mendukung langkah pertamina mewajibkan pendaftaran qr code bagi pengguna pertalite untuk memastikan subsidi bbm tepat sasaran dan mengurangi penyalahgunaan subsidi di lapangan ,dewan perwakilan rakyat mendukung langkah pertamina mewajibkan pendaftaran qr code bagi pengguna pertalite untuk memastikan subsidi bahan bakar minyak tepat sasaran dan mengurangi penyalahgunaan subsidi di lapangan,"['dewan', 'perwakilan', 'rakyat', 'mendukung', 'langkah', 'pertamina', 'mewajibkan', 'pendaftaran', 'qr', 'code', 'bagi', 'pengguna', 'pertalite', 'untuk', 'memastikan', 'subsidi', 'bahan', 'bakar', 'minyak', 'tepat', 'sasaran', 'dan', 'mengurangi', 'penyalahgunaan', 'subsidi', 'di', 'lapangan']",dewan wakil rakyat dukung langkah pertamina wajib daftar qr code bagi guna pertalite untuk pasti subsidi bahan bakar minyak tepat sasar dan kurang penyalahgunaan subsidi di lapang,netral,netral
Tue Sep 03,Human0Error,Ngomongin subsidi tuh jadi poin menarik. Fakta bahwa yang menikmati subsidi bbm belom tepat sasaran (pengguna pertalite khususnya). Ketika pertalite lagi abis semua menerka kalo ini permainan pertamina sedangkan pemerintah malah ngebahas mekanisme biar tepat sasaran,Ngomongin subsidi tuh jadi poin menarik Fakta bahwa yang menikmati subsidi bbm belom tepat sasaran pengguna pertalite khususnya Ketika pertalite lagi abis semua menerka kalo ini permainan pertamina sedangkan pemerintah malah ngebahas mekanisme biar tepat sasaran,ngomongin subsidi tuh jadi poin menarik fakta bahwa yang menikmati subsidi bbm belom tepat sasaran pengguna pertalite khususnya ketika pertalite lagi abis semua menerka kalo ini permainan pertamina sedangkan pemerintah malah ngebahas mekanisme biar tepat sasaran,membicarakan subsidi itu jadi poin menarik fakta bahwa yang menikmati subsidi bahan bakar minyak belum tepat sasaran pengguna pertalite khususnya ketika pertalite lagi habis semua menerka kalau ini permainan pertamina sedangkan pemerintah malah membahas mekanisme biar tepat sasaran,"['membicarakan', 'subsidi', 'itu', 'jadi', 'poin', 'menarik', 'fakta', 'bahwa', 'yang', 'menikmati', 'subsidi', 'bahan', 'bakar', 'minyak', 'belum', 'tepat', 'sasaran', 'pengguna', 'pertalite', 'khususnya', 'ketika', 'pertalite', 'lagi', 'habis', 'semua', 'menerka', 'kalau', 'ini', 'permainan', 'pertamina', 'sedangkan', 'pemerintah', 'malah', 'membahas', 'mekanisme', 'biar', 'tepat', 'sasaran']",bicara subsidi itu jadi poin tarik fakta bahwa yang nikmat subsidi bahan bakar minyak belum tepat sasar guna pertalite khusus ketika pertalite lagi habis semua terka kalau ini main pertamina sedang perintah malah bahas mekanisme biar tepat sasar,netral,negatif
